Portas;Bloco_Publico;Bloco_Privado
53440 - 57471;187.61.110.79;100.64.6.207
53440 - 57471;187.61.110.80;100.64.6.208
53440 - 57471;187.61.110.81;100.64.6.209
53440 - 57471;187.61.110.82;100.64.6.210
53440 - 57471;187.61.110.83;100.64.6.211
53440 - 57471;187.61.110.84;100.64.6.212
53440 - 57471;187.61.110.85;100.64.6.213
53440 - 57471;187.61.110.86;100.64.6.214
53440 - 57471;187.61.110.87;100.64.6.215
53440 - 57471;187.61.110.88;100.64.6.216
53440 - 57471;187.61.110.89;100.64.6.217
53440 - 57471;187.61.110.90;100.64.6.218
53440 - 57471;187.61.110.91;100.64.6.219
53440 - 57471;187.61.110.92;100.64.6.220
53440 - 57471;187.61.110.93;100.64.6.221
53440 - 57471;187.61.110.94;100.64.6.222
53440 - 57471;187.61.110.95;100.64.6.223
53440 - 57471;187.61.110.96;100.64.6.224
53440 - 57471;187.61.110.97;100.64.6.225
53440 - 57471;187.61.110.98;100.64.6.226
53440 - 57471;187.61.110.99;100.64.6.227
53440 - 57471;187.61.110.100;100.64.6.228
53440 - 57471;187.61.110.101;100.64.6.229
53440 - 57471;187.61.110.102;100.64.6.230
53440 - 57471;187.61.110.103;100.64.6.231
53440 - 57471;187.61.110.104;100.64.6.232
53440 - 57471;187.61.110.105;100.64.6.233
53440 - 57471;187.61.110.106;100.64.6.234
53440 - 57471;187.61.110.107;100.64.6.235
53440 - 57471;187.61.110.108;100.64.6.236
53440 - 57471;187.61.110.109;100.64.6.237
53440 - 57471;187.61.110.110;100.64.6.238
53440 - 57471;187.61.110.111;100.64.6.239
53440 - 57471;187.61.110.112;100.64.6.240
53440 - 57471;187.61.110.113;100.64.6.241
53440 - 57471;187.61.110.114;100.64.6.242
53440 - 57471;187.61.110.115;100.64.6.243
53440 - 57471;187.61.110.116;100.64.6.244
53440 - 57471;187.61.110.117;100.64.6.245
53440 - 57471;187.61.110.118;100.64.6.246
53440 - 57471;187.61.110.119;100.64.6.247
53440 - 57471;187.61.110.120;100.64.6.248
53440 - 57471;187.61.110.121;100.64.6.249
53440 - 57471;187.61.110.122;100.64.6.250
53440 - 57471;187.61.110.123;100.64.6.251
53440 - 57471;187.61.110.124;100.64.6.252
53440 - 57471;187.61.110.125;100.64.6.253
53440 - 57471;187.61.110.126;100.64.6.254
53440 - 57471;187.61.110.127;100.64.6.255
57472 - 61503;187.61.110.0;100.64.7.0
57472 - 61503;187.61.110.1;100.64.7.1
57472 - 61503;187.61.110.2;100.64.7.2
57472 - 61503;187.61.110.3;100.64.7.3
57472 - 61503;187.61.110.4;100.64.7.4
57472 - 61503;187.61.110.5;100.64.7.5
57472 - 61503;187.61.110.6;100.64.7.6
57472 - 61503;187.61.110.7;100.64.7.7
57472 - 61503;187.61.110.8;100.64.7.8
57472 - 61503;187.61.110.9;100.64.7.9
57472 - 61503;187.61.110.10;100.64.7.10
57472 - 61503;187.61.110.11;100.64.7.11
57472 - 61503;187.61.110.12;100.64.7.12
57472 - 61503;187.61.110.13;100.64.7.13
57472 - 61503;187.61.110.14;100.64.7.14
57472 - 61503;187.61.110.15;100.64.7.15
57472 - 61503;187.61.110.16;100.64.7.16
57472 - 61503;187.61.110.17;100.64.7.17
57472 - 61503;187.61.110.18;100.64.7.18
57472 - 61503;187.61.110.19;100.64.7.19
57472 - 61503;187.61.110.20;100.64.7.20
57472 - 61503;187.61.110.21;100.64.7.21
57472 - 61503;187.61.110.22;100.64.7.22
57472 - 61503;187.61.110.23;100.64.7.23
57472 - 61503;187.61.110.24;100.64.7.24
57472 - 61503;187.61.110.25;100.64.7.25
57472 - 61503;187.61.110.26;100.64.7.26
57472 - 61503;187.61.110.27;100.64.7.27
57472 - 61503;187.61.110.28;100.64.7.28
57472 - 61503;187.61.110.29;100.64.7.29
57472 - 61503;187.61.110.30;100.64.7.30
57472 - 61503;187.61.110.31;100.64.7.31
57472 - 61503;187.61.110.32;100.64.7.32
57472 - 61503;187.61.110.33;100.64.7.33
57472 - 61503;187.61.110.34;100.64.7.34
57472 - 61503;187.61.110.35;100.64.7.35
57472 - 61503;187.61.110.36;100.64.7.36
57472 - 61503;187.61.110.37;100.64.7.37
57472 - 61503;187.61.110.38;100.64.7.38
57472 - 61503;187.61.110.39;100.64.7.39
57472 - 61503;187.61.110.40;100.64.7.40
57472 - 61503;187.61.110.41;100.64.7.41
57472 - 61503;187.61.110.42;100.64.7.42
57472 - 61503;187.61.110.43;100.64.7.43
57472 - 61503;187.61.110.44;100.64.7.44
57472 - 61503;187.61.110.45;100.64.7.45
57472 - 61503;187.61.110.46;100.64.7.46
57472 - 61503;187.61.110.47;100.64.7.47
57472 - 61503;187.61.110.48;100.64.7.48
57472 - 61503;187.61.110.49;100.64.7.49
57472 - 61503;187.61.110.50;100.64.7.50
57472 - 61503;187.61.110.51;100.64.7.51
57472 - 61503;187.61.110.52;100.64.7.52
57472 - 61503;187.61.110.53;100.64.7.53
57472 - 61503;187.61.110.54;100.64.7.54
57472 - 61503;187.61.110.55;100.64.7.55
57472 - 61503;187.61.110.56;100.64.7.56
57472 - 61503;187.61.110.57;100.64.7.57
57472 - 61503;187.61.110.58;100.64.7.58
57472 - 61503;187.61.110.59;100.64.7.59
57472 - 61503;187.61.110.60;100.64.7.60
57472 - 61503;187.61.110.61;100.64.7.61
57472 - 61503;187.61.110.62;100.64.7.62
57472 - 61503;187.61.110.63;100.64.7.63
57472 - 61503;187.61.110.64;100.64.7.64
57472 - 61503;187.61.110.65;100.64.7.65
57472 - 61503;187.61.110.66;100.64.7.66
57472 - 61503;187.61.110.67;100.64.7.67
57472 - 61503;187.61.110.68;100.64.7.68
57472 - 61503;187.61.110.69;100.64.7.69
57472 - 61503;187.61.110.70;100.64.7.70
57472 - 61503;187.61.110.71;100.64.7.71
57472 - 61503;187.61.110.72;100.64.7.72
57472 - 61503;187.61.110.73;100.64.7.73
57472 - 61503;187.61.110.74;100.64.7.74
57472 - 61503;187.61.110.75;100.64.7.75
57472 - 61503;187.61.110.76;100.64.7.76
57472 - 61503;187.61.110.77;100.64.7.77
57472 - 61503;187.61.110.78;100.64.7.78
57472 - 61503;187.61.110.79;100.64.7.79
57472 - 61503;187.61.110.80;100.64.7.80
57472 - 61503;187.61.110.81;100.64.7.81
57472 - 61503;187.61.110.82;100.64.7.82
57472 - 61503;187.61.110.83;100.64.7.83
57472 - 61503;187.61.110.84;100.64.7.84
57472 - 61503;187.61.110.85;100.64.7.85
57472 - 61503;187.61.110.86;100.64.7.86
57472 - 61503;187.61.110.87;100.64.7.87
57472 - 61503;187.61.110.88;100.64.7.88
57472 - 61503;187.61.110.89;100.64.7.89
57472 - 61503;187.61.110.90;100.64.7.90
57472 - 61503;187.61.110.91;100.64.7.91
57472 - 61503;187.61.110.92;100.64.7.92
57472 - 61503;187.61.110.93;100.64.7.93
57472 - 61503;187.61.110.94;100.64.7.94
57472 - 61503;187.61.110.95;100.64.7.95
57472 - 61503;187.61.110.96;100.64.7.96
57472 - 61503;187.61.110.97;100.64.7.97
57472 - 61503;187.61.110.98;100.64.7.98
57472 - 61503;187.61.110.99;100.64.7.99
57472 - 61503;187.61.110.100;100.64.7.100
57472 - 61503;187.61.110.101;100.64.7.101
57472 - 61503;187.61.110.102;100.64.7.102
57472 - 61503;187.61.110.103;100.64.7.103
57472 - 61503;187.61.110.104;100.64.7.104
57472 - 61503;187.61.110.105;100.64.7.105
57472 - 61503;187.61.110.106;100.64.7.106
57472 - 61503;187.61.110.107;100.64.7.107
57472 - 61503;187.61.110.108;100.64.7.108
57472 - 61503;187.61.110.109;100.64.7.109
57472 - 61503;187.61.110.110;100.64.7.110
57472 - 61503;187.61.110.111;100.64.7.111
57472 - 61503;187.61.110.112;100.64.7.112
57472 - 61503;187.61.110.113;100.64.7.113
57472 - 61503;187.61.110.114;100.64.7.114
57472 - 61503;187.61.110.115;100.64.7.115
57472 - 61503;187.61.110.116;100.64.7.116
57472 - 61503;187.61.110.117;100.64.7.117
57472 - 61503;187.61.110.118;100.64.7.118
57472 - 61503;187.61.110.119;100.64.7.119
57472 - 61503;187.61.110.120;100.64.7.120
57472 - 61503;187.61.110.121;100.64.7.121
57472 - 61503;187.61.110.122;100.64.7.122
57472 - 61503;187.61.110.123;100.64.7.123
57472 - 61503;187.61.110.124;100.64.7.124
57472 - 61503;187.61.110.125;100.64.7.125
57472 - 61503;187.61.110.126;100.64.7.126
57472 - 61503;187.61.110.127;100.64.7.127
61504 - 65535;187.61.110.0;100.64.7.128
61504 - 65535;187.61.110.1;100.64.7.129
61504 - 65535;187.61.110.2;100.64.7.130
61504 - 65535;187.61.110.3;100.64.7.131
61504 - 65535;187.61.110.4;100.64.7.132
61504 - 65535;187.61.110.5;100.64.7.133
61504 - 65535;187.61.110.6;100.64.7.134
61504 - 65535;187.61.110.7;100.64.7.135
61504 - 65535;187.61.110.8;100.64.7.136
61504 - 65535;187.61.110.9;100.64.7.137
61504 - 65535;187.61.110.10;100.64.7.138
61504 - 65535;187.61.110.11;100.64.7.139
61504 - 65535;187.61.110.12;100.64.7.140
61504 - 65535;187.61.110.13;100.64.7.141
61504 - 65535;187.61.110.14;100.64.7.142
61504 - 65535;187.61.110.15;100.64.7.143
61504 - 65535;187.61.110.16;100.64.7.144
61504 - 65535;187.61.110.17;100.64.7.145
61504 - 65535;187.61.110.18;100.64.7.146
61504 - 65535;187.61.110.19;100.64.7.147
61504 - 65535;187.61.110.20;100.64.7.148
61504 - 65535;187.61.110.21;100.64.7.149
61504 - 65535;187.61.110.22;100.64.7.150
61504 - 65535;187.61.110.23;100.64.7.151
61504 - 65535;187.61.110.24;100.64.7.152
61504 - 65535;187.61.110.25;100.64.7.153
61504 - 65535;187.61.110.26;100.64.7.154
61504 - 65535;187.61.110.27;100.64.7.155
61504 - 65535;187.61.110.28;100.64.7.156
61504 - 65535;187.61.110.29;100.64.7.157
61504 - 65535;187.61.110.30;100.64.7.158
61504 - 65535;187.61.110.31;100.64.7.159
61504 - 65535;187.61.110.32;100.64.7.160
61504 - 65535;187.61.110.33;100.64.7.161
61504 - 65535;187.61.110.34;100.64.7.162
61504 - 65535;187.61.110.35;100.64.7.163
61504 - 65535;187.61.110.36;100.64.7.164
61504 - 65535;187.61.110.37;100.64.7.165
61504 - 65535;187.61.110.38;100.64.7.166
61504 - 65535;187.61.110.39;100.64.7.167
61504 - 65535;187.61.110.40;100.64.7.168
61504 - 65535;187.61.110.41;100.64.7.169
61504 - 65535;187.61.110.42;100.64.7.170
61504 - 65535;187.61.110.43;100.64.7.171
61504 - 65535;187.61.110.44;100.64.7.172
61504 - 65535;187.61.110.45;100.64.7.173
61504 - 65535;187.61.110.46;100.64.7.174
61504 - 65535;187.61.110.47;100.64.7.175
61504 - 65535;187.61.110.48;100.64.7.176
61504 - 65535;187.61.110.49;100.64.7.177
61504 - 65535;187.61.110.50;100.64.7.178
61504 - 65535;187.61.110.51;100.64.7.179
61504 - 65535;187.61.110.52;100.64.7.180
61504 - 65535;187.61.110.53;100.64.7.181
61504 - 65535;187.61.110.54;100.64.7.182
61504 - 65535;187.61.110.55;100.64.7.183
61504 - 65535;187.61.110.56;100.64.7.184
61504 - 65535;187.61.110.57;100.64.7.185
61504 - 65535;187.61.110.58;100.64.7.186
61504 - 65535;187.61.110.59;100.64.7.187
61504 - 65535;187.61.110.60;100.64.7.188
61504 - 65535;187.61.110.61;100.64.7.189
61504 - 65535;187.61.110.62;100.64.7.190
61504 - 65535;187.61.110.63;100.64.7.191
61504 - 65535;187.61.110.64;100.64.7.192
61504 - 65535;187.61.110.65;100.64.7.193
61504 - 65535;187.61.110.66;100.64.7.194
61504 - 65535;187.61.110.67;100.64.7.195
61504 - 65535;187.61.110.68;100.64.7.196
61504 - 65535;187.61.110.69;100.64.7.197
61504 - 65535;187.61.110.70;100.64.7.198
61504 - 65535;187.61.110.71;100.64.7.199
61504 - 65535;187.61.110.72;100.64.7.200
61504 - 65535;187.61.110.73;100.64.7.201
61504 - 65535;187.61.110.74;100.64.7.202
61504 - 65535;187.61.110.75;100.64.7.203
61504 - 65535;187.61.110.76;100.64.7.204
61504 - 65535;187.61.110.77;100.64.7.205
61504 - 65535;187.61.110.78;100.64.7.206
61504 - 65535;187.61.110.79;100.64.7.207
61504 - 65535;187.61.110.80;100.64.7.208
61504 - 65535;187.61.110.81;100.64.7.209
61504 - 65535;187.61.110.82;100.64.7.210
61504 - 65535;187.61.110.83;100.64.7.211
61504 - 65535;187.61.110.84;100.64.7.212
61504 - 65535;187.61.110.85;100.64.7.213
61504 - 65535;187.61.110.86;100.64.7.214
61504 - 65535;187.61.110.87;100.64.7.215
61504 - 65535;187.61.110.88;100.64.7.216
61504 - 65535;187.61.110.89;100.64.7.217
61504 - 65535;187.61.110.90;100.64.7.218
61504 - 65535;187.61.110.91;100.64.7.219
61504 - 65535;187.61.110.92;100.64.7.220
61504 - 65535;187.61.110.93;100.64.7.221
61504 - 65535;187.61.110.94;100.64.7.222
61504 - 65535;187.61.110.95;100.64.7.223
61504 - 65535;187.61.110.96;100.64.7.224
61504 - 65535;187.61.110.97;100.64.7.225
61504 - 65535;187.61.110.98;100.64.7.226
61504 - 65535;187.61.110.99;100.64.7.227
61504 - 65535;187.61.110.100;100.64.7.228
61504 - 65535;187.61.110.101;100.64.7.229
61504 - 65535;187.61.110.102;100.64.7.230
61504 - 65535;187.61.110.103;100.64.7.231
61504 - 65535;187.61.110.104;100.64.7.232
61504 - 65535;187.61.110.105;100.64.7.233
61504 - 65535;187.61.110.106;100.64.7.234
61504 - 65535;187.61.110.107;100.64.7.235
61504 - 65535;187.61.110.108;100.64.7.236
61504 - 65535;187.61.110.109;100.64.7.237
61504 - 65535;187.61.110.110;100.64.7.238
61504 - 65535;187.61.110.111;100.64.7.239
61504 - 65535;187.61.110.112;100.64.7.240
61504 - 65535;187.61.110.113;100.64.7.241
61504 - 65535;187.61.110.114;100.64.7.242
61504 - 65535;187.61.110.115;100.64.7.243
61504 - 65535;187.61.110.116;100.64.7.244
61504 - 65535;187.61.110.117;100.64.7.245
61504 - 65535;187.61.110.118;100.64.7.246
61504 - 65535;187.61.110.119;100.64.7.247
61504 - 65535;187.61.110.120;100.64.7.248
61504 - 65535;187.61.110.121;100.64.7.249
61504 - 65535;187.61.110.122;100.64.7.250
61504 - 65535;187.61.110.123;100.64.7.251
61504 - 65535;187.61.110.124;100.64.7.252
61504 - 65535;187.61.110.125;100.64.7.253
61504 - 65535;187.61.110.126;100.64.7.254
61504 - 65535;187.61.110.127;100.64.7.255
